id,urlDrugName,rating,effectiveness,sideEffects,condition,sentiment_rating,mdl_sentiment_lbl,mdl_lbl_score
4094,chantix,2,Considerably Effective,Extremely Severe Side Effects,smoking cessation,negative,NEGATIVE,0.9953521490097046
3869,levoxyl,10,Highly Effective,No Side Effects,under active thyroid,positive,NEGATIVE,0.9861406087875366
2072,metformin,3,Marginally Effective,No Side Effects,diabetes,negative,NEGATIVE,0.8098652958869934
3680,effexor-xr,7,Considerably Effective,Severe Side Effects,depression,neutral,NEGATIVE,0.9940353631973267
117,valtrex,10,Highly Effective,No Side Effects,shingles,positive,NEGATIVE,0.9894053339958191
2926,tramadol,5,Moderately Effective,Severe Side Effects,migranes,neutral,NEGATIVE,0.9615540504455566
3383,lipitor,10,Considerably Effective,No Side Effects,high blood cholesterol levels,positive,NEGATIVE,0.9683619737625122
564,atenolol,7,Moderately Effective,No Side Effects,blood pressure,neutral,NEGATIVE,0.990298867225647
3253,cleocin,6,Moderately Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9238265156745911
1753,topamax,8,Moderately Effective,Mild Side Effects,migraine,positive,NEGATIVE,0.9953059554100037
2813,wellbutrin,4,Moderately Effective,Moderate Side Effects,depression/anxiety,neutral,NEGATIVE,0.9794923067092896
2022,protonix,9,Considerably Effective,No Side Effects,reflux,positive,POSITIVE,0.9788008332252502
3863,levoxyl,9,Considerably Effective,No Side Effects,hypothyroidism,positive,NEGATIVE,0.9872620701789856
3235,nuvaring,5,Highly Effective,Moderate Side Effects,pregnancy,neutral,NEGATIVE,0.9956825971603394
1580,xanax,8,Considerably Effective,Mild Side Effects,anxiety,positive,NEGATIVE,0.9822876453399658
3596,differin,9,Highly Effective,Mild Side Effects,"uneven skin colour, anti-aging",positive,NEGATIVE,0.5103582143783569
2811,wellbutrin,9,Considerably Effective,Mild Side Effects,depression,positive,POSITIVE,0.6549049615859985
2078,metformin,10,Highly Effective,No Side Effects,diabetes,positive,NEGATIVE,0.9260302782058716
1516,glucophage,8,Highly Effective,Moderate Side Effects,pcos/insulin resistance,positive,NEGATIVE,0.9599205255508423
1668,climara,5,Moderately Effective,Severe Side Effects,perimenopause,neutral,NEGATIVE,0.9969884753227234
1298,zocor,9,Highly Effective,No Side Effects,high cholerterol,positive,NEGATIVE,0.9962717294692993
2380,synthroid,8,Considerably Effective,Mild Side Effects,hypothyroidism,positive,NEGATIVE,0.9861177802085876
1115,effexor,8,Considerably Effective,Moderate Side Effects,depression,positive,NEGATIVE,0.9954583644866943
4040,tri-luma,10,Highly Effective,Moderate Side Effects,melasma,positive,NEGATIVE,0.9781815409660339
1776,citalopram,6,Marginally Effective,Moderate Side Effects,depression/anxiety,neutral,NEGATIVE,0.9929336309432983
2217,benicar-hct,8,Moderately Effective,Moderate Side Effects,high blood pressure,positive,POSITIVE,0.9275931715965271
311,protopic,4,Highly Effective,Extremely Severe Side Effects,eczema,neutral,NEGATIVE,0.9975727200508118
1835,yasmin,3,Marginally Effective,Extremely Severe Side Effects,birth control,negative,NEGATIVE,0.993355393409729
2546,zetia,9,Considerably Effective,No Side Effects,high cholestrol,positive,NEGATIVE,0.9919580221176147
3508,atacand,9,Considerably Effective,No Side Effects,high blood pressure,positive,NEGATIVE,0.9885518550872803
986,antivert,10,Highly Effective,Moderate Side Effects,labyrinthitis,positive,NEGATIVE,0.8414322137832642
2796,wellbutrin,10,Considerably Effective,No Side Effects,depression,positive,NEGATIVE,0.9969075322151184
4046,amoxil,8,Considerably Effective,No Side Effects,infection (in ear),positive,NEGATIVE,0.9942750334739685
2244,zovirax,10,Highly Effective,No Side Effects,herpes,positive,NEGATIVE,0.9722647666931152
2164,zyrtec,9,Highly Effective,No Side Effects,allergies,positive,NEGATIVE,0.9773485660552979
3460,ambien-cr,10,Highly Effective,Mild Side Effects,insomnia,positive,NEGATIVE,0.9854381084442139
3637,retin-a,5,Ineffective,Moderate Side Effects,i had blotchy skin in the form of freckles and sun,neutral,NEGATIVE,0.9886006712913513
3189,desyrel,7,Considerably Effective,Moderate Side Effects,depression,neutral,NEGATIVE,0.9862566590309143
3113,ortho-tri-cyclen,8,Highly Effective,Moderate Side Effects,birth control,positive,NEGATIVE,0.8403165936470032
1763,topamax,3,Moderately Effective,Extremely Severe Side Effects,migraine,negative,NEGATIVE,0.9945120811462402
1655,clomid,1,Marginally Effective,Extremely Severe Side Effects,infertility,negative,NEGATIVE,0.9821695685386658
529,trazodone,8,Considerably Effective,Mild Side Effects,insomnia,positive,NEGATIVE,0.9816364645957947
3792,keflex,2,Ineffective,Severe Side Effects,infected lymph node,negative,NEGATIVE,0.994358479976654
1972,lyrica,8,Moderately Effective,Moderate Side Effects,chronic pain,positive,NEGATIVE,0.9891839027404785
2772,duac,6,Moderately Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9898703694343567
3950,prilosec,9,Considerably Effective,No Side Effects,gastric esophogeal reflux disease,positive,NEGATIVE,0.9934839606285095
1424,adipex-p,8,Highly Effective,Moderate Side Effects,weightloss,positive,NEGATIVE,0.9975183010101318
1526,fluvoxamine,9,Highly Effective,No Side Effects,insomnia,positive,NEGATIVE,0.9910978078842163
755,flonase,8,Considerably Effective,Mild Side Effects,"allergies, sinus congestion",positive,NEGATIVE,0.9926687479019165
1703,retin-a-micro,5,Moderately Effective,Severe Side Effects,pre cancer cels and aging,neutral,NEGATIVE,0.9837611317634583
1308,fexofenadine,10,Highly Effective,No Side Effects,"dermagraphia, hives",positive,NEGATIVE,0.9957454800605774
202,adderall,10,Highly Effective,Mild Side Effects,adhd,positive,NEGATIVE,0.9883762001991272
3409,aricept,2,Ineffective,Mild Side Effects,alzheimer's disease,negative,NEGATIVE,0.9895798563957214
532,trazodone,5,Moderately Effective,Mild Side Effects,fibromyalgia,neutral,NEGATIVE,0.879477322101593
1442,tirosint,1,Ineffective,Extremely Severe Side Effects,hypothyroid,negative,NEGATIVE,0.9941111207008362
1126,evista,9,Highly Effective,Mild Side Effects,osteopenia associated with menopause,positive,NEGATIVE,0.9582957029342651
1781,citalopram,8,Highly Effective,Mild Side Effects,mood,positive,NEGATIVE,0.9807028770446777
1878,doxycycline,8,Highly Effective,No Side Effects,lyme ? or unknown,positive,NEGATIVE,0.9583340883255005
1961,lyrica,8,Considerably Effective,Severe Side Effects,complex regional pain sydrome,positive,NEGATIVE,0.9618476629257202
57,flexeril,9,Highly Effective,Mild Side Effects,headaches,positive,NEGATIVE,0.9850677251815796
3990,fosamax,3,Moderately Effective,Moderate Side Effects,osteopenia in both hips and lower back,negative,NEGATIVE,0.9921221137046814
248,wellbutrin-xl,10,Considerably Effective,Mild Side Effects,depression/anxiety,positive,NEGATIVE,0.9939762353897095
170,zomig,6,Moderately Effective,Mild Side Effects,migraine,neutral,NEGATIVE,0.9936444759368896
3440,tazorac,8,Considerably Effective,Mild Side Effects,acne,positive,NEGATIVE,0.8723176717758179
2771,duac,6,Considerably Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9979464411735535
3921,nexium,10,Highly Effective,No Side Effects,gerd,positive,POSITIVE,0.8597385883331299
2800,wellbutrin,8,Considerably Effective,No Side Effects,depression,positive,NEGATIVE,0.9965332746505737
3433,tazorac,8,Considerably Effective,Moderate Side Effects,anti-wrinkle,positive,NEGATIVE,0.9925519227981567
2314,lexapro,7,Moderately Effective,Severe Side Effects,being stressed and nervous but yet confident,neutral,NEGATIVE,0.9913657903671265
2423,synthroid,7,Considerably Effective,Mild Side Effects,thyroid,neutral,NEGATIVE,0.996384859085083
1500,metrogel,2,Ineffective,Mild Side Effects,rosacia,negative,NEGATIVE,0.9952853322029114
3030,seroquel,1,Ineffective,Severe Side Effects,"bipolar disorder, hypomania.",negative,NEGATIVE,0.9978651404380798
1980,benadryl,9,Considerably Effective,No Side Effects,hives,positive,NEGATIVE,0.9933033585548401
779,naproxen,8,Considerably Effective,Mild Side Effects,musculoskeletal pain; nerve pain,positive,NEGATIVE,0.9633355140686035
1958,lyrica,8,Considerably Effective,Mild Side Effects,fibromyalgia,positive,NEGATIVE,0.8405248522758484
1724,trimethoprim,6,Moderately Effective,No Side Effects,cystitis,neutral,NEGATIVE,0.9988406300544739
3875,levoxyl,1,Ineffective,No Side Effects,hypothyroidism,negative,NEGATIVE,0.9948552846908569
1475,cymbalta,3,Considerably Effective,Severe Side Effects,depression,negative,NEGATIVE,0.9619628190994263
1842,yasmin,1,Moderately Effective,Extremely Severe Side Effects,prevent pregnancy,negative,NEGATIVE,0.975685715675354
601,risperdal,1,Highly Effective,Extremely Severe Side Effects,phycotic episode,negative,NEGATIVE,0.9973402619361877
3274,zoloft,10,Highly Effective,Mild Side Effects,depression,positive,NEGATIVE,0.6727980375289917
1372,biaxin,8,Considerably Effective,Mild Side Effects,borreliosis,positive,NEGATIVE,0.966404914855957
3828,lumigan,7,Considerably Effective,Mild Side Effects,glaucoma,neutral,NEGATIVE,0.9936349391937256
3993,fosamax,8,Considerably Effective,No Side Effects,osteoporosis,positive,NEGATIVE,0.9821625351905823
2763,risperdal-consta,5,Considerably Effective,Severe Side Effects,hallucinations,neutral,NEGATIVE,0.9871086478233337
503,paxil-cr,9,Moderately Effective,Mild Side Effects,anxiety,positive,NEGATIVE,0.9671573042869568
2513,motrin,1,Considerably Effective,Extremely Severe Side Effects,flu,negative,NEGATIVE,0.9716981649398804
3164,prednisone,8,Considerably Effective,No Side Effects,polymorphous light eruption (pmle),positive,NEGATIVE,0.9869390726089478
2137,concerta,4,Highly Effective,Moderate Side Effects,add,neutral,NEGATIVE,0.9894976615905762
3086,minocycline,9,Highly Effective,Mild Side Effects,dermatitis ( peri-oral),positive,NEGATIVE,0.9371271133422852
2024,protonix,8,Moderately Effective,No Side Effects,gerd,positive,NEGATIVE,0.9985356330871582
4100,chantix,7,Highly Effective,Moderate Side Effects,smoking cessation,neutral,POSITIVE,0.8028954267501831
1342,lybrel,7,Considerably Effective,Mild Side Effects,no more monthly periods,neutral,NEGATIVE,0.9801457524299622
453,xyzal,10,Highly Effective,No Side Effects,allergy/asthma,positive,NEGATIVE,0.9319745898246765
3729,lamictal,7,Highly Effective,Moderate Side Effects,mood disorder,neutral,NEGATIVE,0.9113628268241882
4128,chantix,3,Considerably Effective,Severe Side Effects,smoking cessation,negative,NEGATIVE,0.9962093830108643
955,diovan,1,Moderately Effective,Extremely Severe Side Effects,high blood pressure,negative,NEGATIVE,0.984188437461853
665,erythromycin,3,Marginally Effective,Mild Side Effects,acne,negative,NEGATIVE,0.9950622916221619
4077,mobic,1,Highly Effective,Extremely Severe Side Effects,back pain,negative,NEGATIVE,0.9780634641647339
1732,topamax,8,Considerably Effective,Mild Side Effects,migraine prevention,positive,NEGATIVE,0.9941654205322266
739,flonase,10,Highly Effective,No Side Effects,allergies,positive,NEGATIVE,0.9800018668174744
352,neurontin,1,Marginally Effective,Severe Side Effects,cervical spondylitis,negative,NEGATIVE,0.9981397390365601
2394,synthroid,5,Marginally Effective,No Side Effects,hypothyroidism,neutral,NEGATIVE,0.9835134148597717
1768,citalopram,4,Ineffective,Mild Side Effects,antianxiety/depression,neutral,NEGATIVE,0.8988879919052124
966,sarafem,10,Highly Effective,Mild Side Effects,pmdd,positive,POSITIVE,0.6472874283790588
1632,premarin,10,Highly Effective,No Side Effects,menopause,positive,NEGATIVE,0.962822437286377
1244,sotret,8,Highly Effective,Moderate Side Effects,mild but resistant acne,positive,NEGATIVE,0.9828363060951233
3320,dilantin,2,Ineffective,Moderate Side Effects,anticonvulsant,negative,NEGATIVE,0.9989848732948303
452,xyzal,8,Considerably Effective,Mild Side Effects,seasonal allergies,positive,NEGATIVE,0.9748049378395081
2672,prinivil,3,Ineffective,Moderate Side Effects,? 'heart failure',negative,NEGATIVE,0.9922192096710205
4154,klaron,8,Considerably Effective,Moderate Side Effects,skin problem,positive,NEGATIVE,0.9811773300170898
2821,wellbutrin,8,Considerably Effective,No Side Effects,bipolar disorder ii,positive,NEGATIVE,0.976511538028717
3106,ortho-tri-cyclen,3,Highly Effective,Moderate Side Effects,pregnancy prevention,negative,NEGATIVE,0.914557933807373
1583,xanax,4,Highly Effective,Moderate Side Effects,anxiety,neutral,NEGATIVE,0.999531626701355
485,meridia,8,Considerably Effective,Mild Side Effects,wanted to drop about 30 lbs,positive,NEGATIVE,0.9951387643814087
846,ritalin,10,Highly Effective,No Side Effects,add,positive,POSITIVE,0.5866539478302002
2625,depo-provera,4,Highly Effective,Moderate Side Effects,contraception,neutral,NEGATIVE,0.9943258166313171
1559,methotrexate,4,Highly Effective,Severe Side Effects,ra,neutral,NEGATIVE,0.9728767275810242
2042,noritate,10,Highly Effective,No Side Effects,rash under nasal area,positive,NEGATIVE,0.9936428070068359
589,acyclovir,10,Highly Effective,No Side Effects,herpes,positive,NEGATIVE,0.9324483871459961
672,zantac,10,Highly Effective,Mild Side Effects,excess acidity,positive,NEGATIVE,0.9923499226570129
3249,nuvaring,4,Highly Effective,Severe Side Effects,birth control,neutral,NEGATIVE,0.9965726137161255
2147,zyrtec,5,Considerably Effective,Moderate Side Effects,allergies,neutral,NEGATIVE,0.9940215945243835
914,paxil,8,Highly Effective,No Side Effects,anxiety and depression,positive,POSITIVE,0.6277806162834167
1433,tirosint,2,Ineffective,Severe Side Effects,"hypothyroid, hashimoto",negative,NEGATIVE,0.9701337814331055
4020,celexa,1,Ineffective,Mild Side Effects,depression,negative,NEGATIVE,0.9991414546966553
2556,ziana,8,Considerably Effective,Mild Side Effects,acne,positive,NEGATIVE,0.8159517049789429
2577,klonopin,9,Highly Effective,Mild Side Effects,anxiety/panic attacks/,positive,NEGATIVE,0.9974485039710999
3328,tetracycline,1,Ineffective,Extremely Severe Side Effects,acne-i was 22 yrs old when i took it,negative,NEGATIVE,0.9990381002426147
2601,ortho-tri-cyclen-lo,2,Marginally Effective,Moderate Side Effects,heavy menstrual bleeding,negative,NEGATIVE,0.9895923137664795
3097,triphasil,10,Highly Effective,No Side Effects,birth control,positive,NEGATIVE,0.9952119588851929
4014,celexa,5,Moderately Effective,Moderate Side Effects,anxiety/depression,neutral,NEGATIVE,0.993301510810852
39,zyprexa,5,Highly Effective,Severe Side Effects,psychosis,neutral,NEGATIVE,0.9828020930290222
1775,citalopram,9,Highly Effective,Moderate Side Effects,depression/bipolar affective component,positive,NEGATIVE,0.9696056246757507
2053,prempro,9,Considerably Effective,Mild Side Effects,menopause,positive,NEGATIVE,0.892553448677063
1283,provigil,8,Considerably Effective,No Side Effects,narcolepcy,positive,NEGATIVE,0.9770848751068115
1994,vicodin,1,Marginally Effective,Moderate Side Effects,root canal pain,negative,NEGATIVE,0.9956633448600769
2844,singulair,3,Considerably Effective,Extremely Severe Side Effects,asthma,negative,NEGATIVE,0.9893782734870911
902,paxil,10,Highly Effective,Mild Side Effects,anxiety,positive,POSITIVE,0.5354663729667664
1385,biaxin,2,Highly Effective,Severe Side Effects,upper respiratory infection,negative,NEGATIVE,0.9987812638282776
1839,yasmin,3,Highly Effective,Moderate Side Effects,birth control,negative,POSITIVE,0.702481746673584
829,zegerid,8,Considerably Effective,No Side Effects,gerd,positive,NEGATIVE,0.9915551543235779
2889,avita,8,Marginally Effective,Mild Side Effects,reduce wrinkles,positive,NEGATIVE,0.9244561791419983
1395,ortho-evra,6,Highly Effective,Moderate Side Effects,"birth control, heavy periods",neutral,NEGATIVE,0.9948095083236694
2168,zyrtec,10,Highly Effective,No Side Effects,allergy - pollen/food syndrome,positive,NEGATIVE,0.9946908354759216
962,sarafem,8,Considerably Effective,Mild Side Effects,obsessive compulsive disorder,positive,POSITIVE,0.9736625552177429
3429,tazorac,9,Highly Effective,Moderate Side Effects,acne,positive,NEGATIVE,0.9846131801605225
3971,norvasc,10,Highly Effective,No Side Effects,htn,positive,POSITIVE,0.5588006973266602
3764,spironolactone,10,Considerably Effective,No Side Effects,excessive testosterone levels,positive,NEGATIVE,0.9960915446281433
3666,effexor-xr,8,Considerably Effective,Mild Side Effects,anxiety,positive,NEGATIVE,0.9766077995300293
2629,depo-provera,1,Considerably Effective,Extremely Severe Side Effects,contraception pill,negative,NEGATIVE,0.9985936284065247
3463,ambien-cr,8,Highly Effective,Mild Side Effects,insomnia,positive,NEGATIVE,0.9757792353630066
30,alprazolam,9,Considerably Effective,Mild Side Effects,anxiety,positive,NEGATIVE,0.8689435124397278
1505,metrogel,10,Highly Effective,No Side Effects,rosacea,positive,NEGATIVE,0.9888765215873718
1801,famvir,6,Considerably Effective,Mild Side Effects,chronic fatigue - epstein barr virus,neutral,NEGATIVE,0.9559217095375061
3997,fosamax,2,Ineffective,Severe Side Effects,post menapausal osteopenia,negative,NEGATIVE,0.9774558544158936
2174,zyrtec,8,Considerably Effective,Mild Side Effects,seasonal allergies,positive,NEGATIVE,0.9972962737083435
3734,lamictal,4,Marginally Effective,Moderate Side Effects,bipolar disorder,neutral,NEGATIVE,0.9825952053070068
3913,nexium,8,Considerably Effective,No Side Effects,indigestion and check pain,positive,NEGATIVE,0.9890356659889221
2809,wellbutrin,2,Ineffective,Moderate Side Effects,depression,negative,NEGATIVE,0.9570187330245972
3547,vivelle-dot,10,Highly Effective,No Side Effects,hysterectomy,positive,NEGATIVE,0.9981880784034729
2214,alendronate,3,Ineffective,Severe Side Effects,osteoporosis,negative,NEGATIVE,0.9922566413879395
578,furosemide-injection,2,Ineffective,No Side Effects,chf,negative,NEGATIVE,0.9604731202125549
2632,depo-provera,5,Highly Effective,Severe Side Effects,birth control,neutral,NEGATIVE,0.9910973310470581
253,ultram,8,Considerably Effective,Mild Side Effects,cervical osteoarthritis,positive,NEGATIVE,0.8121441006660461
3376,lipitor,6,Considerably Effective,Moderate Side Effects,cholesterol,neutral,NEGATIVE,0.9840410947799683
2912,tramadol,5,Moderately Effective,No Side Effects,interstital cystitis,neutral,NEGATIVE,0.987938642501831
1288,zebeta,9,Considerably Effective,Mild Side Effects,hypertension,positive,NEGATIVE,0.973783016204834
457,flagyl,8,Highly Effective,Mild Side Effects,bacterial vaginosis,positive,NEGATIVE,0.8299654126167297
3377,lipitor,6,Moderately Effective,Moderate Side Effects,cholesterol,neutral,POSITIVE,0.9918070435523987
2344,propecia,9,Considerably Effective,Mild Side Effects,1mg,positive,POSITIVE,0.6271222233772278
2070,metformin,8,Moderately Effective,Mild Side Effects,type 2 diabetes,positive,NEGATIVE,0.9851122498512268
1467,cymbalta,1,Marginally Effective,Moderate Side Effects,fibromyalgia and depression,negative,NEGATIVE,0.9691248536109924
584,acyclovir,10,Highly Effective,No Side Effects,shingles breakout,positive,POSITIVE,0.8247862458229065
3972,norvasc,10,Highly Effective,No Side Effects,high blood pressure,positive,NEGATIVE,0.9939985275268555
308,protopic,5,Ineffective,No Side Effects,vitalago,neutral,NEGATIVE,0.9523105025291443
1909,avelox,9,Highly Effective,Mild Side Effects,"swollen lymph nodes, sick",positive,NEGATIVE,0.9980352520942688
2029,protonix,9,Considerably Effective,No Side Effects,"acid reflux, gerd",positive,NEGATIVE,0.9929699301719666
1291,zocor,10,Highly Effective,No Side Effects,hyperlipidemia,positive,NEGATIVE,0.9972265362739563
948,betamethasone,6,Considerably Effective,Moderate Side Effects,eczema,neutral,NEGATIVE,0.9727017283439636
465,flagyl,1,Moderately Effective,Extremely Severe Side Effects,gum infection,negative,NEGATIVE,0.9949564337730408
2999,restoril,10,Highly Effective,No Side Effects,insomnia,positive,NEGATIVE,0.9704809188842773
710,accutane,9,Highly Effective,Mild Side Effects,acne,positive,POSITIVE,0.6954406499862671
3956,prilosec,2,Marginally Effective,No Side Effects,gerd,negative,NEGATIVE,0.8620165586471558
4117,chantix,4,Moderately Effective,Moderate Side Effects,smoking cessation,neutral,NEGATIVE,0.9984574317932129
2902,cyproheptadine,7,Considerably Effective,Moderate Side Effects,allergies,neutral,NEGATIVE,0.9749200344085693
3356,lipitor,2,Ineffective,Severe Side Effects,high  cholesterol,negative,NEGATIVE,0.998195230960846
1836,yasmin,5,Highly Effective,Severe Side Effects,birth control,neutral,NEGATIVE,0.9682221412658691
3509,minoxidil,10,Highly Effective,No Side Effects,hair loss,positive,NEGATIVE,0.9734054803848267
2501,naprosyn,1,Ineffective,Mild Side Effects,muscle inflammation,negative,NEGATIVE,0.9943904280662537
899,paxil,8,Considerably Effective,Mild Side Effects,mild depression,positive,NEGATIVE,0.9958979487419128
2188,clonazepam,9,Considerably Effective,Moderate Side Effects,"anxiety, ocd",positive,NEGATIVE,0.9932720065116882
887,paxil,1,Ineffective,Severe Side Effects,depression,negative,NEGATIVE,0.9799144864082336
4103,chantix,9,Highly Effective,Mild Side Effects,smoking cessation,positive,NEGATIVE,0.9929081201553345
410,imitrex,10,Highly Effective,No Side Effects,migraine headaches,positive,NEGATIVE,0.9965404272079468
2465,aciphex,8,Considerably Effective,Moderate Side Effects,gerd,positive,NEGATIVE,0.9832968711853027
1782,citalopram,10,Highly Effective,Mild Side Effects,anxiety,positive,POSITIVE,0.5353199243545532
1515,reclipsen,10,Highly Effective,Mild Side Effects,skin breakouts/birth control,positive,POSITIVE,0.9629067778587341
2936,prednisolone,10,Highly Effective,No Side Effects,prickly heat/heat rash,positive,NEGATIVE,0.9801863431930542
3920,nexium,10,Highly Effective,No Side Effects,heartburn,positive,NEGATIVE,0.9840161800384521
3575,differin,10,Highly Effective,Mild Side Effects,localized acne,positive,NEGATIVE,0.9915412068367004
4024,celexa,9,Considerably Effective,Mild Side Effects,depression,positive,NEGATIVE,0.9963713884353638
1076,effexor,5,Considerably Effective,Moderate Side Effects,depression,neutral,NEGATIVE,0.9810782074928284
3688,effexor-xr,4,Marginally Effective,Moderate Side Effects,anxiety,neutral,NEGATIVE,0.9964210987091064
34,alprazolam,5,Considerably Effective,Mild Side Effects,panic attacks,neutral,NEGATIVE,0.9911818504333496
655,seasonique,9,Highly Effective,Mild Side Effects,birth control,positive,POSITIVE,0.9979092478752136
2003,vicodin,1,Ineffective,Extremely Severe Side Effects,shoulder & neck pain,negative,NEGATIVE,0.9958413243293762
138,valtrex,9,Considerably Effective,Moderate Side Effects,genital herpes,positive,NEGATIVE,0.9647954702377319
4157,aygestin,1,Marginally Effective,Severe Side Effects,endometriosis,negative,NEGATIVE,0.9970101118087769
49,clarinex,10,Highly Effective,No Side Effects,sinus allergies/hives,positive,POSITIVE,0.7023081183433533
516,tenormin,4,Marginally Effective,Moderate Side Effects,an unknown ekg wave abnormality,neutral,NEGATIVE,0.9928227066993713
333,neurontin,5,Marginally Effective,Moderate Side Effects,chonic pain,neutral,NEGATIVE,0.9985106587409973
845,ritalin,5,Moderately Effective,Mild Side Effects,depression,neutral,NEGATIVE,0.9550792574882507
540,trazodone,1,Ineffective,Extremely Severe Side Effects,insomnia,negative,NEGATIVE,0.9971421360969543
904,paxil,9,Highly Effective,No Side Effects,panic attack,positive,NEGATIVE,0.9690791368484497
3776,metronidazole,6,Highly Effective,Moderate Side Effects,diverticulitis,neutral,NEGATIVE,0.9889655113220215
931,mevacor,1,Ineffective,Extremely Severe Side Effects,high cholesterol,negative,NEGATIVE,0.99433434009552
2245,zovirax,10,Highly Effective,No Side Effects,cold sores,positive,NEGATIVE,0.992232084274292
3812,solodyn,1,Moderately Effective,Extremely Severe Side Effects,acne,negative,NEGATIVE,0.993083119392395
501,paxil-cr,7,Considerably Effective,Mild Side Effects,ocd,neutral,NEGATIVE,0.9909465312957764
3339,clarithromycin,8,Highly Effective,Moderate Side Effects,sinus infection due to seasonal allergy,positive,NEGATIVE,0.9198693633079529
4082,mobic,4,Moderately Effective,Severe Side Effects,anti inflamatory,neutral,NEGATIVE,0.9933091402053833
3518,lunesta,9,Considerably Effective,Mild Side Effects,insomnia,positive,NEGATIVE,0.9675814509391785
22,azulfidine,8,Considerably Effective,Mild Side Effects,colitis,positive,NEGATIVE,0.9781447052955627
2037,protonix,6,Moderately Effective,No Side Effects,reflux,neutral,NEGATIVE,0.9852612614631653
3794,keflex,9,Considerably Effective,No Side Effects,chronic sinusitis,positive,NEGATIVE,0.9392722845077515
3055,seroquel,1,Marginally Effective,Extremely Severe Side Effects,"bi-polar, depression",negative,NEGATIVE,0.984557032585144
3341,optivar,6,Considerably Effective,Moderate Side Effects,"dry, allergic eyes",neutral,NEGATIVE,0.9941821694374084
483,meridia,5,Marginally Effective,Mild Side Effects,weight loss,neutral,NEGATIVE,0.9843767881393433
3654,retin-a,10,Considerably Effective,Moderate Side Effects,wrinkling aroung the eyes and lips,positive,POSITIVE,0.6745537519454956
3684,effexor-xr,1,Moderately Effective,Extremely Severe Side Effects,"depression, anixety?",negative,NEGATIVE,0.9871196746826172
3319,dilantin,6,Considerably Effective,Moderate Side Effects,head injury  / brain trauma,neutral,POSITIVE,0.5814051032066345
4114,chantix,9,Considerably Effective,Mild Side Effects,smoking cessation,positive,NEGATIVE,0.9944792985916138
4135,chantix,1,Marginally Effective,Extremely Severe Side Effects,smoking cessation,negative,NEGATIVE,0.9970558881759644
981,macrobid,3,Marginally Effective,No Side Effects,uti,negative,NEGATIVE,0.9821894764900208
1822,yasmin,8,Considerably Effective,Mild Side Effects,acne,positive,NEGATIVE,0.9682682156562805
2786,wellbutrin,10,Considerably Effective,Mild Side Effects,depression,positive,NEGATIVE,0.9866681098937988
2387,synthroid,9,Highly Effective,No Side Effects,hypothyroidism,positive,NEGATIVE,0.9847849607467651
1048,elocon,10,Highly Effective,No Side Effects,eczema,positive,NEGATIVE,0.9956305027008057
467,genotropin,8,Considerably Effective,Mild Side Effects,myalgic encephalomyelitis/cfs,positive,NEGATIVE,0.9926552772521973
3425,tazorac,8,Considerably Effective,Mild Side Effects,anti-aging,positive,NEGATIVE,0.9192342162132263
2477,enbrel,10,Highly Effective,No Side Effects,rhuematoid arthritis,positive,NEGATIVE,0.9944085478782654
523,requip,1,Marginally Effective,Extremely Severe Side Effects,rls associated with sleep apnea,negative,NEGATIVE,0.9766861796379089
2458,ecotrin,8,Moderately Effective,No Side Effects,pain,positive,NEGATIVE,0.983819305896759
4041,tri-luma,10,Highly Effective,Mild Side Effects,severe melasma,positive,NEGATIVE,0.9828449487686157
3027,seroquel,4,Moderately Effective,Severe Side Effects,anxiety,neutral,NEGATIVE,0.9976443648338318
3196,omnicef,2,Considerably Effective,Extremely Severe Side Effects,ear infection,negative,NEGATIVE,0.9929856657981873
2523,motrin,2,Ineffective,Mild Side Effects,headache/migrain,negative,NEGATIVE,0.9971281886100769
3496,maxalt,10,Highly Effective,Mild Side Effects,migraines,positive,NEGATIVE,0.9879533052444458
3821,estrasorb,10,Highly Effective,No Side Effects,menopausal hot flashes,positive,NEGATIVE,0.9983332753181458
708,accutane,10,Highly Effective,Severe Side Effects,acne,positive,NEGATIVE,0.9972308278083801
23,alprazolam,10,Highly Effective,No Side Effects,anxiety,positive,NEGATIVE,0.9549421072006226
667,erythromycin,6,Moderately Effective,Moderate Side Effects,sinus infection,neutral,NEGATIVE,0.985008955001831
405,restasis,8,Considerably Effective,Mild Side Effects,dry eye,positive,NEGATIVE,0.9726597666740417
1507,metoprolol,8,Moderately Effective,No Side Effects,high blood pressure,positive,NEGATIVE,0.9816607236862183
2959,zyban,1,Ineffective,Extremely Severe Side Effects,quit smoking,negative,NEGATIVE,0.9956509470939636
1252,catapres,10,Highly Effective,Mild Side Effects,high blood pressure,positive,NEGATIVE,0.9920809864997864
1075,combipatch,1,Moderately Effective,Severe Side Effects,menopause symptoms,negative,NEGATIVE,0.9811135530471802
670,dyazide,10,Highly Effective,No Side Effects,general fluid retention,positive,NEGATIVE,0.9958479404449463
1057,oracea,10,Highly Effective,No Side Effects,rosacea,positive,NEGATIVE,0.985590398311615
1049,elocon,6,Highly Effective,Severe Side Effects,dermatitis,neutral,NEGATIVE,0.5206321477890015
